"ONDERWIJSSECTOR","JAAR","SCHOOLTYPE","RPA_GEBIEDCODE","RANDSTAD","CATEGORIE_SCHOOLOMVANG","CATEGORIE_BESTUUROMVANG","AANTAL_LEERLINGEN","OMVANG_FORMATIE_TOTAAL","OMVANG_FORMATIE_MANAGER","OMVANG_FORMATIE_OP","OMVANG_FORMATIE_LIO","OMVANG_FORMATIE_OOP_OBP","OMVANG_FORMATIE_ONBEKEND","LEERLING_LERAAR_RATIO","OMVANG_FORMATIE_OP_LA","OMVANG_FORMATIE_OP_LB","OMVANG_FORMATIE_OP_LC","OMVANG_FORMATIE_OP_LD","OMVANG_FORMATIE_OP_LE","OMVANG_FORMATIE_OP_OVERIG","AANDEEL_FORMATIE_OP_LA","AANDEEL_FORMATIE_OP_LB","AANDEEL_FORMATIE_OP_LC","AANDEEL_FORMATIE_OP_LD","AANDEEL_FORMATIE_OP_LE","AANDEEL_FORMATIE_OP_OVERIG","STREEFPERCENTAGE_FORMATIE_OP_LA","STREEFPERCENTAGE_FORMATIE_OP_LB","STREEFPERCENTAGE_FORMATIE_OP_LC","STREEFPERCENTAGE_FORMATIE_OP_LD","STREEFPERCENTAGE_FORMATIE_OP_LE","STREEFPERCENTAGE_FORMATIE_OP_OVERIG"
1,2016," ",,,,,1425919,93065.6,7088.7,76578.1,73.7,9302.4,22.7,18.6,56372.4,19903.4,247.1,0,0,55.2,73.6,26,0.3,0,0,0.1,,,,,,
1,2017," ",,,,,1388328,91615,6689.6,75184.2,126.3,9594.9,20,18.5,54814.9,20070.3,260.3,0,0,38.7,72.9,26.7,0.3,0,0,0.1,,,,,,
1,2006," ",,,,1,92004,6269.5,623,4862.5,9.5,774.5,0,18.9,4818.6,43.9,0,0,0,0,99.1,0.9,0,0,0,0,,,,,,
1,2007," ",,,,1,91208,6195.2,612.6,4834.7,7,740.9,0,18.9,4785.5,49.1,0,0,0,0,99,1,0,0,0,0,,,,,,
1,2008," ",,,,1,91332,6270.3,588.3,4879.7,7.7,794.6,0,18.7,4819,60.6,0,0,0,0,98.8,1.2,0,0,0,0,,,,,,
1,2009," ",,,,1,92363,6397.4,585.5,5001.2,5.8,804.9,0,18.5,4910.3,88.6,2.3,0,0,0,98.2,1.8,0,0,0,0,,,,,,
1,2010," ",,,,1,91231,6272.4,562.6,4929.3,2.7,777.8,0,18.5,4659.8,265.3,3.2,0,0,1,94.5,5.4,0.1,0,0,0,,,,,,
1,2011," ",,,,1,91138,6160.2,531.8,4883.9,3.3,741.2,0,18.7,4205.9,671.5,5.5,0,0,1,86.1,13.7,0.1,0,0,0,,,,,,
1,2012," ",,,,1,90467,5954.7,501,4739.5,2.8,711.4,0,19.1,3892.9,836.1,10.4,0,0,0,82.1,17.6,0.2,0,0,0,,,,,,
1,2013," ",,,,1,91552,6074.5,498.4,4855.9,4.5,715.8,0,18.9,3835.2,1010.1,9.1,0,0,1.6,79,20.8,0.2,0,0,0,,,,,,
1,2014," ",,,,1,90767,5996.3,482.3,4807.2,1.9,704.9,0,18.9,3638,1157.8,11,0,0,0.5,75.7,24.1,0.2,0,0,0,58,40,2,0,0,0
1,2015," ",,,,1,91579,6033.9,490.8,4815.1,4.2,723.8,0,19,3575.6,1223.8,15.1,0,0,0.6,74.3,25.4,0.3,0,0,0,,,,,,
1,2016," ",,,,1,92855,6162.8,488.3,4887.1,3.2,784.2,0,19,3598.6,1271.6,15.8,0,0,1.1,73.6,26,0.3,0,0,0,,,,,,
1,2017," ",,,,1,94672,6317.8,492.1,4975,1.8,848.5,0.4,19,3644.1,1309.4,19.5,0,0,2,73.2,26.3,0.4,0,0,0,,,,,,
1,2006," ",,,,2,401904,26608.9,2728.6,21683.8,43.7,2152.9,0,18.5,21410.3,251.7,20.6,0,0,1.2,98.7,1.2,0.1,0,0,0,,,,,,
1,2007," ",,,,2,407735,27059.3,2651.2,22244.9,46.7,2116.5,0,18.3,21937.1,285,19.6,0,0,3.2,98.6,1.3,0.1,0,0,0,,,,,,
1,2008," ",,,,2,405981,27146.9,2546.6,22347,36.3,2217,0,18.2,22004.5,324.1,15.3,0,0,3,98.5,1.5,0.1,0,0,0,,,,,,
1,2009," ",,,,2,412812,28052.1,2564.2,23121.9,27.2,2338.8,0,17.9,22674,425.7,17.9,0,0,4.2,98.1,1.8,0.1,0,0,0,,,,,,
1,2010," ",,,,2,410150,27644.7,2505.4,22732.1,29.6,2377,0.6,18,21229.6,1479.5,16.1,0,0,6.9,93.4,6.5,0.1,0,0,0,,,,,,
1,2011," ",,,,2,414116,27029.5,2391.8,22314.6,12.4,2310.7,0,18.6,19166.8,3104.8,37.1,0,0,5.9,85.9,13.9,0.2,0,0,0,,,,,,
1,2012," ",,,,2,412435,26340.2,2307,21769.9,16.7,2246.6,0,18.9,17795.3,3930.4,40.3,0,0,4,81.7,18.1,0.2,0,0,0,,,,,,
1,2013," ",,,,2,414280,26489.6,2306.7,21915,35.4,2232.5,0,18.9,17301.5,4549.5,58.3,0,0,5.8,78.9,20.8,0.3,0,0,0,,,,,,
1,2014," ",,,,2,408038,26185.8,2206.3,21647.8,27.8,2303.9,0,18.8,16401.2,5162.3,74,0,0,10.4,75.8,23.8,0.3,0,0,0,58,40,2,0,0,0
1,2015," ",,,,2,418087,26802.9,2165.7,22120.7,38.8,2477.7,0,18.9,16518.3,5508.6,87.5,0,0,6.4,74.7,24.9,0.4,0,0,0,,,,,,
1,2016," ",,,,2,424580,27702.5,2172.2,22793.8,23.2,2713.3,0,18.6,16892,5778.4,107.7,0,0,15.7,74.1,25.4,0.5,0,0,0.1,,,,,,
1,2017," ",,,,2,421445,27879.9,2103.8,22902.1,30.9,2842.6,0.5,18.4,16824.2,5961.9,103.2,0,0,12.8,73.5,26,0.5,0,0,0.1,,,,,,
1,2006," ",,,,3,1030954,71332.4,6588.9,57385,271.2,7087.3,0,18,56593,730.6,56.1,0,0,5.4,98.6,1.3,0.1,0,0,0,,,,,,
1,2007," ",,,,3,1003889,68959.4,6128.3,56216.6,246.5,6368,0,17.9,55417.5,737.7,53.1,0,0,8.3,98.6,1.3,0.1,0,0,0,,,,,,
1,2008," ",,,,3,1045572,72100.7,6252.2,58764.3,208.1,6876.1,0,17.8,57881.2,831.1,45.8,0,0,6.2,98.5,1.4,0.1,0,0,0,,,,,,
1,2009," ",,,,3,1042186,72973,6329.5,59546.9,168,6928.7,0,17.5,58365.6,1116,54.8,0,0,10.4,98,1.9,0.1,0,0,0,,,,,,
1,2010," ",,,,3,1033084,71427.1,6150.6,58264.6,126.3,6882.7,2.9,17.7,54116.9,4086.1,40.2,0,0,21.5,92.9,7,0.1,0,0,0,,,,,,
1,2011," ",,,,3,1010945,67432.2,5747,55042.2,68.3,6569.9,4.8,18.4,47222.1,7751.2,53.9,0,0,15,85.8,14.1,0.1,0,0,0,,,,,,
1,2012," ",,,,3,987756,64198.1,5432.1,52533.5,70.5,6149.8,12.1,18.8,43100.7,9343.1,68.4,0,0,21.3,82,17.8,0.1,0,0,0,,,,,,
1,2013," ",,,,3,962678,62548.1,5106.2,51540.9,74.5,5816.5,10,18.7,40441.3,10993.7,92.7,0,0,13.2,78.5,21.3,0.2,0,0,0,,,,,,
1,2014," ",,,,3,957489,62322.4,4964.7,51384.1,73,5882.9,17.8,18.6,38747.6,12493.6,134.1,0,0,8.8,75.4,24.3,0.3,0,0,0,58,40,2,0,0,0
1,2015," ",,,,3,932388,60263,4694.7,49638.3,59.7,5851.7,18.6,18.8,36656.3,12831.3,141.7,0,0,9,73.8,25.8,0.3,0,0,0,,,,,,
1,2016," ",,,,3,908484,59200.4,4428.3,48897.2,47.3,5804.9,22.7,18.6,35881.9,12853.4,123.6,0,0,38.4,73.4,26.3,0.3,0,0,0.1,,,,,,
1,2017," ",,,,3,872211,57417.3,4093.7,47307.1,93.6,5903.7,19.1,18.4,34346.6,12799,137.6,0,0,23.9,72.6,27.1,0.3,0,0,0.1,,,,,,
1,2006," ",,,1,,155680,11987.2,1638.4,9289.6,35.5,1023.6,0,16.8,9183.1,105.5,1,0,0,0,98.9,1.1,0,0,0,0,,,,,,
1,2007," ",,,1,,153638,11867.2,1577.9,9286.4,29,973.9,0,16.5,9167.7,116.3,1.5,0,0,1,98.7,1.3,0,0,0,0,,,,,,
1,2008," ",,,1,,155566,12281.5,1578.2,9598.6,20.3,1084.4,0,16.2,9449.4,141.2,5.9,0,0,2,98.4,1.5,0.1,0,0,0,,,,,,
1,2009," ",,,1,,161352,13022,1633.7,10229.8,13.9,1144.6,0,15.8,10033.7,188.5,5.5,0,0,2.1,98.1,1.8,0.1,0,0,0,,,,,,
1,2010," ",,,1,,167812,13392.4,1657.5,10527.9,9.5,1197.6,0,15.9,9849.7,669.5,7.7,0,0,1,93.6,6.4,0.1,0,0,0,,,,,,
1,2011," ",,,1,,170380,13181.6,1602.5,10371.7,5.8,1200.5,1.1,16.4,8921.8,1434.1,11.9,0,0,3.9,86,13.8,0.1,0,0,0,,,,,,
1,2012," ",,,1,,178047,13304.2,1584.6,10470.4,11.2,1237.9,0.1,17,8582.7,1871,14.1,0,0,2.6,82,17.9,0.1,0,0,0,,,,,,
1,2013," ",,,1,,181569,13658,1581.1,10769.8,19.4,1287.7,0,16.9,8511.5,2235.8,17.2,0,0,5.3,79,20.8,0.2,0,0,0,,,,,,
1,2014," ",,,1,,189129,14083,1585.9,11148.4,14.1,1334.1,0.6,17,8462.9,2660.4,23.5,0,0,1.6,75.9,23.9,0.2,0,0,0,58,40,2,0,0,0
1,2015," ",,,1,,190027,14251.7,1546,11262.3,13.1,1430.3,0,16.9,8458.6,2775.6,26.6,0,0,1.5,75.1,24.6,0.2,0,0,0,,,,,,
1,2016," ",,,1,,195920,15084.5,1582.6,11906.6,8.2,1584.6,2.6,16.5,8918.2,2932.1,34.4,0,0,22,74.9,24.6,0.3,0,0,0.2,,,,,,
1,2017," ",,,1,,194106,15322.9,1530.5,12073.2,17.4,1699.8,2,16.1,8975.4,3051.2,38.3,0,0,8.2,74.3,25.3,0.3,0,0,0.1,,,,,,
1,2006," ",,,2,,406609,28140.1,3062.7,22289.4,85.1,2702.9,0,18.2,22008.7,263.3,17.4,0,0,0,98.7,1.2,0.1,0,0,0,,,,,,
1,2007," ",,,2,,404205,27846.9,2931,22308.6,79.6,2527.7,0,18.1,22009.5,280.3,18.1,0,0,0.7,98.7,1.3,0.1,0,0,0,,,,,,
1,2008," ",,,2,,415434,28824.3,2941,23143.7,66.8,2672.8,0,18,22813.1,318.4,12.2,0,0,0,98.6,1.4,0.1,0,0,0,,,,,,
1,2009," ",,,2,,409755,28864.2,2892.3,23195.1,43.9,2732.9,0,17.7,22773.6,403.9,17.7,0,0,0,98.2,1.7,0.1,0,0,0,,,,,,
1,2010," ",,,2,,414285,28830.3,2883.2,23130.3,31,2785.1,0.8,17.9,21576,1538.9,9.5,0,0,5.9,93.3,6.7,0,0,0,0,,,,,,
1,2011," ",,,2,,414132,27830.1,2704.6,22400.8,19.4,2704,1.3,18.5,19193.1,3187.3,16.3,0,0,4.2,85.7,14.2,0.1,0,0,0,,,,,,
1,2012," ",,,2,,414564,27243.7,2598.6,21999.4,19.5,2626.3,0,18.8,18015.8,3955.8,26.2,0,0,1.6,81.9,18,0.1,0,0,0,,,,,,
1,2013," ",,,2,,419287,27643.5,2593.6,22420.6,23.2,2601.1,5,18.7,17661.2,4719.9,36.3,0,0,3.2,78.8,21.1,0.2,0,0,0,,,,,,
1,2014," ",,,2,,415496,27220.7,2479.3,22173.3,22.8,2538.1,7.1,18.7,16762.4,5364.5,44.8,0,0,1.6,75.6,24.2,0.2,0,0,0,58,40,2,0,0,0
1,2015," ",,,2,,414602,26824,2387,21883.8,23.8,2524.5,5,18.9,16262.2,5573.7,44.7,0,0,3.1,74.3,25.5,0.2,0,0,0,,,,,,
1,2016," ",,,2,,410142,26712.9,2228,21798.5,22.7,2653.9,9.9,18.8,16095.1,5646.6,44.6,0,0,12.3,73.8,25.9,0.2,0,0,0.1,,,,,,
1,2017," ",,,2,,405414,26636.6,2127.1,21733.2,28.6,2743.7,4.1,18.7,15899,5757.1,64.8,0,0,12.4,73.2,26.5,0.3,0,0,0.1,,,,,,
1,2006," ",,,3,,962573,64083.6,5239.4,52352.3,203.8,6288.2,0,18.4,51630.1,657.4,58.2,0,0,6.6,98.6,1.3,0.1,0,0,0,,,,,,
1,2007," ",,,3,,944989,62499.9,4883.3,51701.1,191.6,5723.9,0,18.3,50963,675.1,53.2,0,0,9.8,98.6,1.3,0.1,0,0,0,,,,,,
1,2008," ",,,3,,971885,64412.1,4868.1,53248.7,165,6130.4,0,18.3,52442.2,756.3,42.9,0,0,7.2,98.5,1.4,0.1,0,0,0,,,,,,
1,2009," ",,,3,,976254,65536.3,4953.1,54245,143.1,6195,0,18,53142.7,1037.9,51.9,0,0,12.5,98,1.9,0.1,0,0,0,,,,,,
1,2010," ",,,3,,952368,63121.5,4678,52267.8,118.1,6054.8,2.7,18.2,48580.6,3622.5,42.2,0,0,22.5,92.9,6.9,0.1,0,0,0,,,,,,
1,2011," ",,,3,,931687,59610.2,4363.5,49468.2,58.9,5717.3,2.4,18.8,42480,6906.1,68.2,0,0,13.9,85.9,14,0.1,0,0,0,,,,,,
1,2012," ",,,3,,898047,55945.1,4057,46573.1,59.3,5243.7,12,19.3,38190.4,8282.7,78.8,0,0,21.2,82,17.8,0.2,0,0,0,,,,,,
1,2013," ",,,3,,867654,53810.7,3736.5,45121.5,71.7,4876,5,19.2,35405.2,9597.7,106.5,0,0,12.1,78.5,21.3,0.2,0,0,0,,,,,,
1,2014," ",,,3,,851669,53200.9,3588.2,44517.4,65.8,5019.4,10.1,19.1,33561.4,10788.8,150.7,0,0,16.5,75.4,24.2,0.3,0,0,0,58,40,2,0,0,0
1,2015," ",,,3,,837425,52024.1,3418.2,43428,65.8,5098.4,13.6,19.3,32029.4,11214.3,172.9,0,0,11.4,73.8,25.8,0.4,0,0,0,,,,,,
1,2016," ",,,3,,819857,51268.2,3278.2,42873,42.8,5063.9,10.3,19.1,31359.2,11324.8,168.1,0,0,21,73.1,26.4,0.4,0,0,0,,,,,,
1,2017," ",,,3,,788808,49655.5,3032,41377.8,80.3,5151.4,13.9,19.1,29940.5,11262,157.2,0,0,18.1,72.4,27.2,0.4,0,0,0,,,,,,
1,2006," ",1,,,,10726,789.6,92.8,629.8,0,67,0,17,624.8,5,0,0,0,0,99.2,0.8,0,0,0,0,,,,,,
1,2007," ",1,,,,10562,783.8,92.4,626.1,0,65.3,0,16.9,620.4,5.8,0,0,0,0,99.1,0.9,0,0,0,0,,,,,,
1,2008," ",1,,,,10426,757.7,92.9,620.9,0,43.9,0,16.8,613.9,7,0,0,0,0,98.9,1.1,0,0,0,0,,,,,,
1,2009," ",1,,,,10299,760.4,86.3,631.7,0,42.4,0,16.3,625,6.7,0,0,0,0,98.9,1.1,0,0,0,0,,,,,,
1,2010," ",1,,,,10067,733,81.5,609.8,0,41.7,0,16.5,578.7,31.1,0,0,0,0,94.9,5.1,0,0,0,0,,,,,,
1,2011," ",1,,,,9792,692,76.9,579.5,0,35.5,0,16.9,508.7,70.8,0,0,0,0,87.8,12.2,0,0,0,0,,,,,,
1,2012," ",1,,,,9600,667.7,70.9,554.7,0,42.1,0,17.3,455.2,98.5,0,0,0,1,82.1,17.8,0,0,0,0.2,,,,,,
1,2013," ",1,,,,9254,645,69.7,530.7,0,44.6,0,17.4,420.8,108.9,0,0,0,1,79.3,20.5,0,0,0,0.2,,,,,,
1,2014," ",1,,,,8959,638.8,63.8,522.1,0,53,0,17.2,404.7,116.3,0,0,0,1,77.5,22.3,0,0,0,0.2,58,40,2,0,0,0
1,2015," ",1,,,,8679,615.7,59.4,508.6,0,47.8,0,17.1,379.8,128.7,0,0,0,0,74.7,25.3,0,0,0,0,,,,,,
1,2016," ",1,,,,8405,613.2,62,496.7,0,54.4,0,16.9,374.6,122.1,0,0,0,0,75.4,24.6,0,0,0,0,,,,,,
1,2017," ",1,,,,8165,598.9,55.9,489.8,0,53.2,0,16.7,367.5,121.5,0.8,0,0,0,75,24.8,0.2,0,0,0,,,,,,
1,2006," ",2,,,,12661,888.5,116,722.4,0,50.1,0,17.5,713.8,7.6,1,0,0,0,98.8,1,0.1,0,0,0,,,,,,
1,2007," ",2,,,,12715,888.8,111.3,725.7,0,51.9,0,17.5,718.7,6,1,0,0,0,99,0.8,0.1,0,0,0,,,,,,
1,2008," ",2,,,,12511,899.8,105.9,740.7,1,52.1,0,16.9,732.1,7.7,1,0,0,0,98.8,1,0.1,0,0,0,,,,,,
1,2009," ",2,,,,12379,882.7,95.1,735.5,0,52.1,0,16.8,726.5,9,0,0,0,0,98.8,1.2,0,0,0,0,,,,,,
1,2010," ",2,,,,12092,868.2,92.7,721.6,0,53.8,0,16.8,686.9,34.8,0,0,0,0,95.2,4.8,0,0,0,0,,,,,,
1,2011," ",2,,,,11780,837.2,84.6,697.2,0,55.4,0,16.9,627.9,69.4,0,0,0,0,90.1,9.9,0,0,0,0,,,,,,
1,2012," ",2,,,,11391,777.6,77.6,650.9,0,49.1,0,17.5,563.6,86.3,1,0,0,0,86.6,13.3,0.2,0,0,0,,,,,,
1,2013," ",2,,,,11117,871.2,74.7,746.4,0,50.1,0,14.9,641.6,103.8,1,0,0,0,86,13.9,0.1,0,0,0,,,,,,
1,2014," ",2,,,,10818,727.9,59.6,620.1,0,48.3,0,17.4,512.5,106.6,1,0,0,0,82.7,17.2,0.2,0,0,0,58,40,2,0,0,0
1,2015," ",2,,,,10588,724.8,67.1,599.9,0,57.8,0,17.6,499.1,99.9,1,0,0,0,83.2,16.6,0.2,0,0,0,,,,,,
1,2016," ",2,,,,10442,730.7,58.9,605.8,0,65.9,0,17.2,506.6,97.4,1.8,0,0,0,83.6,16.1,0.3,0,0,0,,,,,,
1,2017," ",2,,,,10287,712.5,61.7,580.6,0,70.3,0,17.7,479.9,99,1.7,0,0,0,82.7,17,0.3,0,0,0,,,,,,
1,2006," ",3,,,,41736,2896.1,278.2,2325.3,0,292.6,0,17.9,2296.6,27.7,1,0,0,0,98.8,1.2,0,0,0,0,,,,,,
1,2007," ",3,,,,41965,2915.6,256,2372.7,2,285,0,17.7,2339.2,31.8,0.7,0,0,1,98.6,1.3,0,0,0,0,,,,,,
1,2008," ",3,,,,41924,2920.2,247.1,2393.2,1,279,0,17.5,2362.3,29.2,0.7,0,0,1,98.7,1.2,0,0,0,0,,,,,,
1,2009," ",3,,,,41927,3003.8,259,2468.1,0,276.7,0,17,2404.5,59,2.8,0,0,1.8,97.4,2.4,0.1,0,0,0.1,,,,,,
1,2010," ",3,,,,41518,2936.2,256.2,2410.5,0,269.5,0,17.2,2293.8,112.9,0,0,0,3.8,95.2,4.7,0,0,0,0.2,,,,,,
1,2011," ",3,,,,40903,2851.5,249.9,2300.2,0,301.4,0,17.8,2011.2,283.3,3.7,0,0,2,87.4,12.3,0.2,0,0,0.1,,,,,,
1,2012," ",3,,,,40301,2714.5,236.7,2182.5,0,295.3,0,18.5,1835.7,344.1,2.7,0,0,0,84.1,15.8,0.1,0,0,0,,,,,,
1,2013," ",3,,,,37169,2491.9,207.5,2027.7,0,256.8,0,18.3,1613.5,409.6,3.6,0,0,1,79.6,20.2,0.2,0,0,0,,,,,,
1,2014," ",3,,,,39370,2786.3,223,2191.2,0,370,2.2,18,1681.7,481.3,26.9,0,0,1.3,76.7,22,1.2,0,0,0.1,58,40,2,0,0,0
1,2015," ",3,,,,38926,2790.7,216.9,2188.7,0,385.1,0,17.8,1648.3,513.4,25.4,0,0,1.7,75.3,23.5,1.2,0,0,0.1,,,,,,
1,2016," ",3,,,,38456,2617.3,209,2171.9,0,236.4,0,17.7,1658.3,507.7,3.9,0,0,2,76.4,23.4,0.2,0,0,0.1,,,,,,
1,2017," ",3,,,,37188,2724,203.1,2262,0,258.9,0,16.4,1680.3,576.4,4.4,0,0,0.8,74.3,25.5,0.2,0,0,0,,,,,,
1,2006," ",4,,,,62772,4368.4,570.8,3463.1,0.5,334,0,18.1,3438.3,22.3,2.5,0,0,0,99.3,0.6,0.1,0,0,0,,,,,,
1,2007," ",4,,,,63254,4394.2,550.3,3525.6,0.5,317.9,0,17.9,3501.4,21.8,2.5,0,0,0,99.3,0.6,0.1,0,0,0,,,,,,
1,2008," ",4,,,,63217,4459.1,524.8,3586.8,1.5,346,0,17.6,3561.2,24.1,1.5,0,0,0,99.3,0.7,0,0,0,0,,,,,,
1,2009," ",4,,,,62721,4546.4,518.1,3662.2,1,365.1,0,17.1,3636.2,23.6,1.3,0,0,1.1,99.3,0.6,0,0,0,0,,,,,,
1,2010," ",4,,,,62139,4400.1,504.1,3534.6,2.5,358.9,0,17.6,3384.4,148.3,0.8,0,0,1,95.8,4.2,0,0,0,0,,,,,,
1,2011," ",4,,,,61114,4152.7,459.6,3350.1,0,343,0,18.2,2982.2,364.3,1.6,0,0,2,89,10.9,0,0,0,0.1,,,,,,
1,2012," ",4,,,,59905,3852.3,407,3126.4,1,317.9,0,19.2,2673.1,452.5,0.8,0,0,0,85.5,14.5,0,0,0,0,,,,,,
1,2013," ",4,,,,58774,3808.2,394,3115,0,299.2,0,18.9,2585.3,526.4,3.3,0,0,0,83,16.9,0.1,0,0,0,,,,,,
1,2014," ",4,,,,57697,3678.6,360.2,3021.8,1.2,295.4,0,19.1,2450.4,566.4,4.1,0,0,1,81.1,18.7,0.1,0,0,0,58,40,2,0,0,0
1,2015," ",4,,,,56546,3603.2,333.5,2962.7,0,307,0,19.1,2359.4,594.8,6.8,0,0,1.8,79.6,20.1,0.2,0,0,0.1,,,,,,
1,2016," ",4,,,,55281,3572,307.1,2964.4,0,300.1,0.5,18.6,2331.8,613.6,3.8,0,0,15.1,78.7,20.7,0.1,0,0,0.5,,,,,,
1,2017," ",4,,,,54220,3602,311,2979.8,0,310.8,0.5,18.2,2343.9,630.1,4.8,0,0,1,78.7,21.1,0.2,0,0,0,,,,,,
1,2006," ",5,,,,32588,2133.7,259.1,1778.9,1.3,94.4,0,18.3,1762.3,16.2,0.5,0,0,0,99.1,0.9,0,0,0,0,,,,,,
1,2007," ",5,,,,32821,2154,248.5,1808.3,2.5,94.6,0,18.2,1791,16.8,0.5,0,0,0,99,0.9,0,0,0,0,,,,,,
1,2008," ",5,,,,32871,2191.6,242,1839.8,2.1,107.7,0,17.9,1819.3,20.4,0,0,0,0,98.9,1.1,0,0,0,0,,,,,,
1,2009," ",5,,,,32572,2241.4,239.1,1869.6,0.8,131.9,0,17.4,1841.1,28.5,0,0,0,0,98.5,1.5,0,0,0,0,,,,,,
1,2010," ",5,,,,32118,2171.2,227.6,1819.1,2.2,122.4,0,17.7,1727.9,90.8,0.5,0,0,0,95,5,0,0,0,0,,,,,,
1,2011," ",5,,,,31195,2088.4,210.9,1754.5,0.5,122.5,0,17.8,1554.2,199.4,0.9,0,0,0,88.6,11.4,0.1,0,0,0,,,,,,
1,2012," ",5,,,,30440,1973.7,199.2,1658.9,1,114.6,0,18.3,1419,236.4,3.5,0,0,0,85.5,14.3,0.2,0,0,0,,,,,,
1,2013," ",5,,,,29644,1921.8,194.3,1602.4,0,125.1,0,18.5,1307,291.1,4.4,0,0,0,81.6,18.2,0.3,0,0,0,,,,,,
1,2014," ",5,,,,28757,1882.8,179.7,1580.7,0,122.4,0,18.2,1213.7,363.4,3.6,0,0,0,76.8,23,0.2,0,0,0,58,40,2,0,0,0
1,2015," ",5,,,,28337,1805.9,165.4,1508.1,2.9,129.5,0,18.8,1136.1,368.7,3.4,0,0,0,75.3,24.4,0.2,0,0,0,,,,,,
1,2016," ",5,,,,27490,1801.9,168.1,1520,0.6,113.2,0,18.1,1159.9,357.8,1.8,0,0,0.5,76.3,23.5,0.1,0,0,0,,,,,,
1,2017," ",5,,,,25731,1720.8,153.8,1446.8,1.2,119,0,17.8,1080.4,363,2.5,0,0,1,74.7,25.1,0.2,0,0,0.1,,,,,,
1,2006," ",6,,,,40698,2658.9,299.3,2150.9,2.2,206.6,0,18.9,2111.9,37.6,1.5,0,0,0,98.2,1.7,0.1,0,0,0,,,,,,
1,2007," ",6,,,,41001,2696,296.7,2179.9,8.1,211.3,0,18.8,2140,38.1,1.7,0,0,0,98.2,1.7,0.1,0,0,0,,,,,,
1,2008," ",6,,,,44148,2898.2,306.6,2341.3,9,241.3,0,18.9,2290.4,49.2,1.7,0,0,0,97.8,2.1,0.1,0,0,0,,,,,,
1,2009," ",6,,,,44246,2959.1,307.6,2389.1,7.5,254.9,0,18.5,2325.8,61,2.3,0,0,0,97.4,2.6,0.1,0,0,0,,,,,,
1,2010," ",6,,,,43986,2903.6,288.6,2352.3,0.6,262.1,0,18.7,2157.2,193.7,0.6,0,0,0.7,91.7,8.2,0,0,0,0,,,,,,
1,2011," ",6,,,,43611,2766.4,273.5,2244,0.1,248.4,0.4,19.4,1947.5,295.2,0.6,0,0,0.7,86.8,13.2,0,0,0,0,,,,,,
1,2012," ",6,,,,43135,2689.4,269,2151.8,0,268.6,0,20,1821.5,329.6,0.8,0,0,0,84.6,15.3,0,0,0,0,,,,,,
1,2013," ",6,,,,42481,2660.9,254.6,2142.3,7,257,0,19.8,1736.5,404.2,1.6,0,0,0,81.1,18.9,0.1,0,0,0,,,,,,
1,2014," ",6,,,,41803,2700.1,249.7,2170.1,0,280.3,0,19.3,1676.9,487.3,5.9,0,0,0,77.3,22.5,0.3,0,0,0,58,40,2,0,0,0
1,2015," ",6,,,,41135,2690.8,231.1,2167.7,7.4,284.5,0,19,1665.4,491.3,9.1,0,0,2,76.8,22.7,0.4,0,0,0.1,,,,,,
1,2016," ",6,,,,40688,2672,223,2146.7,0,302.3,0,19,1630.9,505.6,8.2,0,0,1.9,76,23.6,0.4,0,0,0.1,,,,,,
1,2017," ",6,,,,40576,2665.7,210.7,2158.5,0,296.4,0,18.8,1620.2,526,12.3,0,0,0,75.1,24.4,0.6,0,0,0,,,,,,
1,2006," ",7,,,,60408,4040.9,430.4,3296.8,11,302.8,0,18.3,3272.1,23,1,0,0,0.7,99.3,0.7,0,0,0,0,,,,,,
1,2007," ",7,,,,61001,4065.1,436.8,3340.8,6,281.4,0,18.3,3315,23.6,1.5,0,0,0.7,99.2,0.7,0,0,0,0,,,,,,
1,2008," ",7,,,,61241,4076.6,402.3,3387.7,7,279.6,0,18.1,3358.6,28.4,0.7,0,0,0,99.1,0.8,0,0,0,0,,,,,,
1,2009," ",7,,,,61429,4086.4,412.2,3377.5,0.4,296.3,0,18.2,3329.7,45.6,2.2,0,0,0,98.6,1.3,0.1,0,0,0,,,,,,
1,2010," ",7,,,,61064,4028.1,402.5,3324.7,0,300.9,0,18.4,3060.3,262.2,2.2,0,0,0,92,7.9,0.1,0,0,0,,,,,,
1,2011," ",7,,,,60401,3870.2,388.8,3192.4,0,289,0,18.9,2720.2,468.9,3.3,0,0,0,85.2,14.7,0.1,0,0,0,,,,,,
1,2012," ",7,,,,59576,3708.2,363.3,3067.1,0,277.8,0,19.4,2488.7,574.6,1.8,0,0,2,81.1,18.7,0.1,0,0,0.1,,,,,,
1,2013," ",7,,,,58466,3701.8,358.5,3053.4,11,279,0,19.1,2383.7,665.8,1.8,0,0,2,78.1,21.8,0.1,0,0,0.1,,,,,,
1,2014," ",7,,,,57451,3687.4,350.2,3038.8,10,288.5,0,18.9,2300,733.2,4.5,0,0,1,75.7,24.1,0.1,0,0,0,58,40,2,0,0,0
1,2015," ",7,,,,55840,3647.6,338.6,3015.2,2,291.8,0,18.5,2263.2,744.5,6.5,0,0,1,75.1,24.7,0.2,0,0,0,,,,,,
1,2016," ",7,,,,54576,3668.3,319.5,3039.5,0,309.3,0,18,2271.6,755.2,9.4,0,0,3.3,74.7,24.8,0.3,0,0,0.1,,,,,,
